Activity ID,Assessment,Category,Skill Focus,Activity Type,Activity Title,Activity Description,Time (min),IB Criterion,Style Preference,Text Type(s),Text / Work Focus,Difficulty,Location,Format,Session Use,Exam Proximity,Materials,Energy Level,Support Level,Helps With,Why It Helps,Success Criteria,If You Are Stuck
P2-1249,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Mrs Midas: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Mrs Midas that you never want to face an exam without — anchor around the tonal turn around the pear turning to gold in his hand in the garden. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1250,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,from Mrs Tiresias: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from from Mrs Tiresias that you never want to face an exam without — anchor around the tonal turn around the husband returning as a woman and being believed about nothing. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1251,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Pilate's Wife: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Pilate's Wife that you never want to face an exam without — anchor around the tonal turn around her dream and the washed hands. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1252,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Mrs Aesop: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Mrs Aesop that you never want to face an exam without — anchor around the tonal turn around her final cutting punchline about his fable-telling. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1253,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Mrs Darwin: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Mrs Darwin that you never want to face an exam without — anchor around the tonal turn around 7 April 1852 — the chimpanzee remark. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1254,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Mrs Sisyphus: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Mrs Sisyphus that you never want to face an exam without — anchor around the tonal turn around her alone at night while he rolls the stone. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1255,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Mrs Faust: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Mrs Faust that you never want to face an exam without — anchor around the tonal turn around the final revelation about the missing soul. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1256,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Delilah: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Delilah that you never want to face an exam without — anchor around the tonal turn around the haircut retold as an act of care. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1257,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Anne Hathaway: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Anne Hathaway that you never want to face an exam without — anchor around the tonal turn around the bed remembered as a world of romance and words. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1258,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Queen Herod: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Queen Herod that you never want to face an exam without — anchor around the tonal turn around her order given to protect her daughter from a future heartbreaker. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
